event_id,event_timestamp,user_unique_id,campaign_id,product_id,event_type
80,2017-11-21 02:21:32,d9f4667ea1eaeff6977492eac06ae423,3,82c3ea364e5480f335f6743ee725a921,impression
81,2017-11-21 02:56:32,d9f4667ea1eaeff6977492eac06ae423,3,82c3ea364e5480f335f6743ee725a921,click
82,2017-11-21 21:48:58,d9f4667ea1eaeff6977492eac06ae423,3,82c3ea364e5480f335f6743ee725a921,impression
83,2017-11-21 07:00:30,d9f4667ea1eaeff6977492eac06ae423,3,82c3ea364e5480f335f6743ee725a921,impression
84,2017-11-21 07:14:30,d9f4667ea1eaeff6977492eac06ae423,3,82c3ea364e5480f335f6743ee725a921,click
85,2017-07-17 02:09:01,f1a9ebc6fb7973f9a2b69cf429ec6533,1,f1c7f353075ce59d8a6f3cf58f419c9c,impression
86,2018-05-02 16:17:17,e6e91e884603a1ec35c2d931b0ed000c,2,437c05a395e9e47f9762e677a7068ce7,impression
87,2018-05-04 06:26:00,e6e91e884603a1ec35c2d931b0ed000c,2,437c05a395e9e47f9762e677a7068ce7,impression
88,2018-05-03 20:55:11,e6e91e884603a1ec35c2d931b0ed000c,2,437c05a395e9e47f9762e677a7068ce7,impression
89,2018-04-28 17:53:27,f3236cf3831bad703da53f07ec4b3d40,2,5f42d57952b7815098979a5c4fa6f82a,impression
90,2018-04-27 15:48:20,f3236cf3831bad703da53f07ec4b3d40,2,5f42d57952b7815098979a5c4fa6f82a,impression
91,2017-07-18 13:56:19,3e6699f696aa8fc148d34069ee2ee717,1,99a4788cb24856965c36a24e339b6058,impression
92,2017-07-18 16:42:24,3e6699f696aa8fc148d34069ee2ee717,1,99a4788cb24856965c36a24e339b6058,impression
93,2017-07-18 18:37:20,3e6699f696aa8fc148d34069ee2ee717,1,99a4788cb24856965c36a24e339b6058,impression
94,2017-06-23 09:32:35,949d6ca827b567dda575b11359eee6b9,1,3ae3ff1822dea42b242b5902e605c1bd,impression
95,2017-06-23 20:36:15,949d6ca827b567dda575b11359eee6b9,1,3ae3ff1822dea42b242b5902e605c1bd,impression
96,2018-04-28 15:54:54,f3236cf3831bad703da53f07ec4b3d40,2,5f42d57952b7815098979a5c4fa6f82a,impression
97,2018-04-26 11:04:10,e0f866116593bf545392e2e3db42671b,2,2948658cb6abc82847412be7201bfc4c,impression
98,2018-04-24 10:37:09,e0f866116593bf545392e2e3db42671b,2,2948658cb6abc82847412be7201bfc4c,impression
99,2017-07-08 11:06:28,838553dacf830190d6dbe6e96ecbb5c4,5,26fc231be6849fcec97af7afec0bb083,impression
100,2018-08-02 23:36:53,01b42ac9d3801e6edf67f7a95f04a838,4,e9eddac769237a45defef45db2f9cf1c,impression
101,2018-08-06 17:21:51,0319cd43072df023584a1fa0a94d45ce,4,8c66104d520634a3b6e20c1f326767de,impression
102,2018-08-07 21:12:10,0319cd43072df023584a1fa0a94d45ce,4,8c66104d520634a3b6e20c1f326767de,impression
103,2018-08-06 20:54:38,0319cd43072df023584a1fa0a94d45ce,4,8c66104d520634a3b6e20c1f326767de,impression
104,2017-11-23 18:36:09,c902f3ef39179b58e803da196af3467a,3,7b85e3deef35afd6ebed5461ee8f0641,impression
105,2017-11-25 11:36:24,c902f3ef39179b58e803da196af3467a,3,7b85e3deef35afd6ebed5461ee8f0641,impression
106,2017-11-24 17:39:57,c902f3ef39179b58e803da196af3467a,3,7b85e3deef35afd6ebed5461ee8f0641,impression
107,2017-11-26 04:35:21,50d02c9ae56997f6e094f25ed8d4dcf9,3,4310db2c2f39a8a5fe403463e39ca5da,impression
108,2017-11-23 04:00:29,50d02c9ae56997f6e094f25ed8d4dcf9,3,4310db2c2f39a8a5fe403463e39ca5da,impression
109,2018-04-20 12:20:11,7d0b1773dc928e29e86a230ca9557d08,2,2948658cb6abc82847412be7201bfc4c,impression
110,2018-04-22 08:56:47,7d0b1773dc928e29e86a230ca9557d08,2,2948658cb6abc82847412be7201bfc4c,impression
111,2017-07-16 07:19:37,558e83cbe6bde610b528833d16ba588e,1,9fc98e39f04be8e382d8aa5e259f5489,impression
112,2018-08-11 14:49:21,a6417f4ecd2487db46152b08753e3af3,4,d5a19cc8a92434231693043e185b4c5b,impression
113,2018-08-11 15:47:21,a6417f4ecd2487db46152b08753e3af3,4,d5a19cc8a92434231693043e185b4c5b,click
114,2018-08-12 06:11:44,a6417f4ecd2487db46152b08753e3af3,4,d5a19cc8a92434231693043e185b4c5b,impression
115,2018-08-11 03:09:55,a6417f4ecd2487db46152b08753e3af3,4,d5a19cc8a92434231693043e185b4c5b,impression
116,2017-12-12 15:32:08,b9cf03cdb38259ecf209d86fa8dd180d,6,b12ba6fb4716c6732dc00c5f84466dc8,impression
117,2017-12-12 00:54:43,b9cf03cdb38259ecf209d86fa8dd180d,6,b12ba6fb4716c6732dc00c5f84466dc8,impression
118,2017-12-12 12:02:06,b9cf03cdb38259ecf209d86fa8dd180d,6,b12ba6fb4716c6732dc00c5f84466dc8,impression
119,2018-04-16 11:40:43,e15f454eddd940c51be37a92d58394d1,2,e2372fa4eec7531e44bb43844876e25b,impression
120,2017-11-22 20:35:38,1d48475a6124f717bf57aa0fded21c96,3,d2f5484cbffe4ca766301b21ab9246dd,impression
121,2017-11-21 06:50:15,1d48475a6124f717bf57aa0fded21c96,3,d2f5484cbffe4ca766301b21ab9246dd,impression
122,2017-11-18 22:05:20,0e1e99d27fe5ed6a7feaa7072343506c,3,4298b7e67dc399c200662b569563a2b2,impression
123,2018-08-01 18:13:38,58c80a0f7ebaae45977914198314c689,4,054515fd15bc1a2029f10de97ffa9120,impression
124,2017-06-28 06:42:06,7383306e78897df3474c1df609d64f2a,1,28ef7ba5765422d40274d5ebeac97c9b,impression
125,2018-04-22 00:15:43,5e6e38ff8be0698d61e10c26e92dd432,2,f5116e3193e18d1633b17ae5d58e35e7,impression
126,2018-04-22 22:39:45,5e6e38ff8be0698d61e10c26e92dd432,2,f5116e3193e18d1633b17ae5d58e35e7,impression
127,2018-04-23 01:49:01,5e6e38ff8be0698d61e10c26e92dd432,2,f5116e3193e18d1633b17ae5d58e35e7,impression
128,2017-11-28 06:21:35,ef122c099f6d585391a367fa6512d717,3,b573e2860f2732edf610345956e81bb9,impression
129,2017-11-26 14:30:35,ef122c099f6d585391a367fa6512d717,3,b573e2860f2732edf610345956e81bb9,impression
130,2017-11-26 17:36:05,ef122c099f6d585391a367fa6512d717,3,b573e2860f2732edf610345956e81bb9,impression
131,2017-11-19 16:49:40,9dd352b7f3fe1da7a0fe9011fec2efcb,3,f6cdf7aae7f5fb3d67142d5f385ae785,impression
132,2017-11-20 08:43:15,9dd352b7f3fe1da7a0fe9011fec2efcb,3,f6cdf7aae7f5fb3d67142d5f385ae785,impression
133,2017-11-21 04:25:48,9dd352b7f3fe1da7a0fe9011fec2efcb,3,f6cdf7aae7f5fb3d67142d5f385ae785,impression
134,2017-11-05 10:05:17,c916dfd7068079fd4e53152e277efb77,3,d2f5484cbffe4ca766301b21ab9246dd,impression
135,2017-07-23 03:15:20,fb32a4e23e5341b959f90ca2b12364ab,1,9a7c0784b8058269d176b3089c946ed0,impression
136,2017-07-23 13:29:16,fb32a4e23e5341b959f90ca2b12364ab,1,9a7c0784b8058269d176b3089c946ed0,impression
137,2018-04-25 07:33:17,c2420179b6e09b39bd84ab44ec412a51,2,cd2ea14a901da3b47b33516f3ca6929e,impression
138,2018-04-23 09:48:58,c2420179b6e09b39bd84ab44ec412a51,2,cd2ea14a901da3b47b33516f3ca6929e,impression
139,2018-04-23 13:05:11,c2420179b6e09b39bd84ab44ec412a51,2,cd2ea14a901da3b47b33516f3ca6929e,impression
140,2017-06-30 22:33:05,55c8484f4383a14d568f887180627848,1,952670bc019a73f0933157ec82ff6e4f,impression
141,2017-06-30 10:17:23,55c8484f4383a14d568f887180627848,1,952670bc019a73f0933157ec82ff6e4f,impression
142,2017-07-01 11:30:53,55c8484f4383a14d568f887180627848,1,952670bc019a73f0933157ec82ff6e4f,impression
143,2018-05-09 01:12:05,8e9dddf8ef649a61f67a74c066089cf1,2,f7e5d21b19afd9b7b543e68501ceef6b,impression
144,2018-05-08 20:02:59,8e9dddf8ef649a61f67a74c066089cf1,2,f7e5d21b19afd9b7b543e68501ceef6b,impression
145,2018-05-08 20:42:59,8e9dddf8ef649a61f67a74c066089cf1,2,f7e5d21b19afd9b7b543e68501ceef6b,click
146,2018-05-05 16:33:13,7907a8922cbf4d1a8e69be57757e2812,2,1a4247b6eddc27c68f7995dcc68b01e2,impression
147,2018-05-06 00:02:08,7907a8922cbf4d1a8e69be57757e2812,2,1a4247b6eddc27c68f7995dcc68b01e2,impression
148,2018-05-05 13:58:10,0000b849f77a49e4a4ce2b2a4ca5be3f,2,5099f7000472b634fea8304448d20825,impression
149,2018-05-04 01:25:14,0000b849f77a49e4a4ce2b2a4ca5be3f,2,5099f7000472b634fea8304448d20825,impression
150,2018-08-11 15:11:08,682dd9d89b6bd17e600db2ebb25bd46d,4,12a146749cb72ebfde01a89105df1897,impression
151,2018-08-11 13:32:40,682dd9d89b6bd17e600db2ebb25bd46d,4,12a146749cb72ebfde01a89105df1897,impression
152,2018-08-11 13:54:40,682dd9d89b6bd17e600db2ebb25bd46d,4,12a146749cb72ebfde01a89105df1897,click
153,2017-12-16 22:13:26,e1d387b30e693029c1e3d9ffe5df61e0,6,54d2c5fad57672a4137d94c034827a13,impression
154,2017-12-16 14:22:57,e1d387b30e693029c1e3d9ffe5df61e0,6,54d2c5fad57672a4137d94c034827a13,impression
155,2017-12-17 09:54:38,e1d387b30e693029c1e3d9ffe5df61e0,6,54d2c5fad57672a4137d94c034827a13,impression
156,2017-11-27 02:44:11,76ba7990f4fe3c00bb2786fe11167984,3,cbd63fa909c967a6416090f22a76abd8,impression
157,2017-11-25 05:12:50,25675b9a1052e82cc3d0ee65efb883e6,3,3db75f31b76375c502f64d550dcd1166,impression
158,2017-11-23 03:21:43,25675b9a1052e82cc3d0ee65efb883e6,3,3db75f31b76375c502f64d550dcd1166,impression
159,2017-11-23 00:09:18,25675b9a1052e82cc3d0ee65efb883e6,3,3db75f31b76375c502f64d550dcd1166,impression
160,2017-06-12 11:54:56,f64882def8a20e86033de3d0401515c2,1,1c42a107473d6b20db8ac7772b870e33,impression
161,2017-06-12 12:25:56,f64882def8a20e86033de3d0401515c2,1,1c42a107473d6b20db8ac7772b870e33,click
162,2017-11-21 12:38:04,d2ecc28fac1b377eefe7b209a895626a,3,2ced45a3059cbb128a8b8b6508809746,impression
163,2017-11-21 17:46:35,d2ecc28fac1b377eefe7b209a895626a,3,2ced45a3059cbb128a8b8b6508809746,impression
164,2017-07-04 01:09:27,173cafb1d2515406269c57e914fe2fbf,1,f65464750198350b78735037a9b35dd2,impression
165,2018-04-14 15:13:33,04b2af3c93e41c92d3bec7434f261be0,2,2948658cb6abc82847412be7201bfc4c,impression
166,2017-12-11 10:40:28,6f425cc7113d8bc82b81e7495bab5fe7,6,f9ebdbca177cfdb1be1ea462e9dacb82,impression
167,2017-12-09 15:08:23,6f425cc7113d8bc82b81e7495bab5fe7,6,f9ebdbca177cfdb1be1ea462e9dacb82,impression
168,2017-12-10 08:21:28,6f425cc7113d8bc82b81e7495bab5fe7,6,f9ebdbca177cfdb1be1ea462e9dacb82,impression
169,2017-12-10 08:44:28,6f425cc7113d8bc82b81e7495bab5fe7,6,f9ebdbca177cfdb1be1ea462e9dacb82,click
170,2018-04-14 10:19:56,5e7138389382fc1b06c0ac985011e12b,2,190d9562bfbe9d3ed876c2ac6f2f5894,impression
171,2018-04-16 09:13:03,5e7138389382fc1b06c0ac985011e12b,2,190d9562bfbe9d3ed876c2ac6f2f5894,impression
172,2018-04-15 10:33:34,5e7138389382fc1b06c0ac985011e12b,2,190d9562bfbe9d3ed876c2ac6f2f5894,impression
173,2018-04-15 11:13:34,5e7138389382fc1b06c0ac985011e12b,2,190d9562bfbe9d3ed876c2ac6f2f5894,click
174,2017-07-21 02:42:33,9e2fc5c2e7c82d0bc8151b721d57ac35,1,ed4863e3b4fddea62d559b6aa0f4df4b,impression
175,2017-07-20 23:18:49,9e2fc5c2e7c82d0bc8151b721d57ac35,1,ed4863e3b4fddea62d559b6aa0f4df4b,impression
176,2018-05-11 21:46:33,ba48b0b5bd1a6456a074b95c873cf952,2,a60613d36f37a7b27d3344f40f6a7945,impression
177,2018-05-10 23:09:41,ba48b0b5bd1a6456a074b95c873cf952,2,a60613d36f37a7b27d3344f40f6a7945,impression
178,2018-05-11 05:44:17,ba48b0b5bd1a6456a074b95c873cf952,2,a60613d36f37a7b27d3344f40f6a7945,impression
179,2017-07-18 02:14:49,1a6438a984d445362318019dc21897a1,5,dc52f0f5d3ec37a93eaf956cde4e5d2c,impression
180,2017-07-18 19:53:04,1a6438a984d445362318019dc21897a1,5,dc52f0f5d3ec37a93eaf956cde4e5d2c,impression
181,2017-07-17 12:32:56,1a6438a984d445362318019dc21897a1,5,dc52f0f5d3ec37a93eaf956cde4e5d2c,impression
182,2018-08-13 09:41:27,47911c12fe5b77683f7cb593c027c479,4,94938d42be4ea1064db3325c385ee6d6,impression
183,2018-08-12 12:10:07,47911c12fe5b77683f7cb593c027c479,4,94938d42be4ea1064db3325c385ee6d6,impression
184,2018-08-13 16:10:46,47911c12fe5b77683f7cb593c027c479,4,94938d42be4ea1064db3325c385ee6d6,impression
185,2018-05-07 09:24:21,05b799873380ba4d0e38536e05777d55,2,3fbc0ef745950c7932d5f2a446189725,impression
186,2018-05-06 11:29:22,05b799873380ba4d0e38536e05777d55,2,3fbc0ef745950c7932d5f2a446189725,impression
187,2018-05-08 00:24:15,05b799873380ba4d0e38536e05777d55,2,3fbc0ef745950c7932d5f2a446189725,impression
188,2017-07-01 15:41:01,ea857642c00aaa1a47057bd262d2e6f1,1,8ced2631a18d2e0814557875b3bb907b,impression
189,2017-06-30 21:16:17,ea857642c00aaa1a47057bd262d2e6f1,1,8ced2631a18d2e0814557875b3bb907b,impression
190,2018-05-06 00:17:55,58a0799f8d3e2f2161ca694111a567fd,2,b38b25d838ae0b8385e8cc68b9017644,impression
191,2017-07-02 13:44:17,b349427e0a6cb4c17e82775686d0c464,1,99a4788cb24856965c36a24e339b6058,impression
192,2017-07-01 15:25:06,b349427e0a6cb4c17e82775686d0c464,1,99a4788cb24856965c36a24e339b6058,impression
193,2017-06-10 07:10:00,878fbdc59f9b3ebb849adebc782c36b5,1,4e62b4abde1f1c9000dec8f2b5cc226e,impression
194,2017-06-10 08:07:00,878fbdc59f9b3ebb849adebc782c36b5,1,4e62b4abde1f1c9000dec8f2b5cc226e,click
195,2017-06-10 16:41:07,878fbdc59f9b3ebb849adebc782c36b5,1,4e62b4abde1f1c9000dec8f2b5cc226e,impression
196,2018-08-01 16:47:19,d5c7ae65867cecb7df9ab0a3cd145e15,4,d76aac04bb7fcc7a54f1215251724b27,impression
197,2018-07-30 15:03:13,d5c7ae65867cecb7df9ab0a3cd145e15,4,d76aac04bb7fcc7a54f1215251724b27,impression
198,2018-07-31 13:07:51,d5c7ae65867cecb7df9ab0a3cd145e15,4,d76aac04bb7fcc7a54f1215251724b27,impression
199,2018-04-23 09:06:34,f2e0d62cdd7a19522ebdfce5c35dfba3,2,d9af7011ee049dd8e825111c13ab6638,impression
200,2018-04-23 09:38:34,f2e0d62cdd7a19522ebdfce5c35dfba3,2,d9af7011ee049dd8e825111c13ab6638,click
201,2017-07-09 16:20:19,2c8466c03923a51fd621169573e7d836,1,952670bc019a73f0933157ec82ff6e4f,impression
202,2017-07-11 07:26:42,2c8466c03923a51fd621169573e7d836,1,952670bc019a73f0933157ec82ff6e4f,impression
203,2018-04-29 19:28:37,53e73c3fe7a9b55e3408ba784ace0578,2,3258acb04d37e2f91f76c9250f3b80a0,impression
204,2018-05-01 01:33:29,53e73c3fe7a9b55e3408ba784ace0578,2,3258acb04d37e2f91f76c9250f3b80a0,impression
205,2018-08-06 12:02:50,edc2109d7cb3751ddb94b282bf5defb3,4,54ae1a64e9af8424bcf3162a0df487c7,impression
206,2018-08-05 12:48:53,edc2109d7cb3751ddb94b282bf5defb3,4,54ae1a64e9af8424bcf3162a0df487c7,impression
207,2017-07-21 15:36:46,81fde78227bbac716944e215b6895639,1,8cee1d824765335c48ccc515c2ecf4b8,impression
208,2017-07-21 16:33:46,81fde78227bbac716944e215b6895639,1,8cee1d824765335c48ccc515c2ecf4b8,click
209,2017-06-02 22:23:46,e10b68125f54adc15562b1fa412e655a,1,6421588f55f75de28cb3357e07723d14,impression
210,2017-06-02 22:47:50,e10b68125f54adc15562b1fa412e655a,1,6421588f55f75de28cb3357e07723d14,impression
211,2018-08-10 00:15:50,afe43922e490499ec16ff99edbe6547b,4,49427490053ae7f72efeaf0a89c84d26,impression
212,2018-08-08 11:29:30,afe43922e490499ec16ff99edbe6547b,4,49427490053ae7f72efeaf0a89c84d26,impression
213,2018-08-08 19:38:40,afe43922e490499ec16ff99edbe6547b,4,49427490053ae7f72efeaf0a89c84d26,impression
214,2017-11-24 12:33:38,1a67099327499fba02e2ddd32dcb8b4b,3,cb6c1c21ebc9c153a7baf319c515657a,impression
215,2017-11-25 09:27:47,1a67099327499fba02e2ddd32dcb8b4b,3,cb6c1c21ebc9c153a7baf319c515657a,impression
216,2018-08-16 21:17:47,8d50f5eadf50201ccdcedfb9e2ac8455,4,426f910ccd39ae5e7d55013c466fe343,impression
217,2017-07-13 06:52:51,5a1bd425ef99fef599f4159dd8838702,5,ee918a5c4e95f273708c2582a5314325,impression
218,2017-11-30 12:20:28,5b9603bf6b5ba113060bd41f770c725e,6,46a44fef61c4835cb2cc8f39f0ce0752,impression
219,2017-12-01 16:43:26,5b9603bf6b5ba113060bd41f770c725e,6,46a44fef61c4835cb2cc8f39f0ce0752,impression
